KOI,disposition,period,ntransits,ncontams,nmadfailed,nexcluded,orig_nmoons,orig_frac_wmoons,nmoons_agth,frac_wmoons_agth,agth,median_agreement,fp_nexcluded,fp_median_agreement,FP_rate
KOI-295.02,CONFIRMED,10.10575764,51,49,10,0,16,0.31372549,1,0.019607843,0.95,0.294117647,0,0.294117647,0
KOI-296.01,CONFIRMED,28.86236571,23,0,0,0,6,0.260869565,2,0.086956522,0.95,0.875,0,0.5,0
KOI-297.01,CONFIRMED,5.65178922,121,121,41,0,69,0.570247934,0,0,0.95,0.333333333,0,0.333333333,0.0078125
KOI-298.01,CONFIRMED,19.96367208,35,8,0,0,7,0.2,0,0,0.95,0.555555556,0,0.466666667,0
KOI-298.02,CANDIDATE,57.3840375,10,6,0,0,0,0,0,0,0.95,0.636029412,0,0.411764706,0
KOI-301.01,CONFIRMED,6.002548291,137,135,0,0,14,0.102189781,0,0,0.95,0.625,0,0.5,0
KOI-301.02,CONFIRMED,11.44865823,76,74,0,0,1,0.013157895,0,0,0.95,0.5,0,0.5,0
KOI-302.01,CONFIRMED,24.85466504,11,1,11,0,9,0.818181818,4,0.363636364,0.95,0.888888889,0,0.555555556,0.048780488
KOI-303.01,CONFIRMED,60.92818866,12,0,5,0,8,0.666666667,7,0.583333333,0.95,1,0,0.333333333,0.035294118
KOI-304.01,CONFIRMED,8.512037736,114,114,80,0,79,0.692982456,6,0.052631579,0.95,0.411764706,0,0.444444444,0.033613445
KOI-304.02,CANDIDATE,5.518195,175,175,117,0,106,0.605714286,0,0,0.95,0.294117647,0,0.333333333,0.005617978
KOI-306.01,CONFIRMED,24.30784323,17,0,17,0,15,0.882352941,0,0,0.95,0.529411765,0,0.444444444,0.074074074
KOI-307.01,CONFIRMED,19.67409703,51,51,0,0,10,0.196078431,0,0,0.95,0.411764706,0,0.375,0
KOI-307.02,CONFIRMED,5.21104597,185,185,1,0,23,0.124324324,0,0,0.95,0.384615385,0,0.294117647,0
KOI-308.01,CANDIDATE,35.5969684,25,0,24,0,23,0.92,10,0.4,0.95,0.888888889,0,0.5,0.027777778
KOI-312.01,CONFIRMED,11.57890926,84,56,82,0,51,0.607142857,3,0.035714286,0.95,0.444444444,0,0.333333333,0.01754386
KOI-312.02,CONFIRMED,16.39926461,62,57,61,0,38,0.612903226,3,0.048387097,0.95,0.529411765,0,0.333333333,0.008264463
KOI-313.01,CONFIRMED,18.73577127,27,27,0,0,10,0.37037037,1,0.037037037,0.95,0.75,0,0.375,0
KOI-313.02,CONFIRMED,8.43639829,61,29,0,0,7,0.114754098,0,0,0.95,0.647058824,0,0.294117647,0
KOI-314.01,CONFIRMED,13.78109471,54,53,18,0,26,0.481481481,2,0.037037037,0.95,0.529411765,0,0.368421053,0.027027027
KOI-314.02,CONFIRMED,23.08902241,34,34,10,0,14,0.411764706,0,0,0.95,0.354166667,0,0.294117647,0.029411765
KOI-314.03,CONFIRMED,10.31282204,77,69,23,0,31,0.402597403,0,0,0.95,0.294117647,0,0.263157895,0
KOI-315.01,CANDIDATE,35.58349688,27,0,5,0,16,0.592592593,6,0.222222222,0.95,0.888888889,0,0.294117647,0.009009009
KOI-316.01,CONFIRMED,15.77111067,61,61,10,0,39,0.639344262,13,0.213114754,0.95,0.875,0,0.294117647,0.033613445
KOI-316.02,CONFIRMED,157.0659976,6,6,1,0,3,0.5,1,0.166666667,0.95,0.944444444,0,0.294117647,0.018867925
KOI-316.03,CANDIDATE,7.305706326,130,90,16,0,15,0.115384615,0,0,0.95,0.333333333,0,0.294117647,0.008
KOI-317.01,CONFIRMED,22.20809549,33,33,3,0,24,0.727272727,13,0.393939394,0.95,0.875,0,0.375,0.044247788
KOI-317.02,CANDIDATE,11.505879,77,36,3,0,36,0.467532468,0,0,0.95,0.333333333,0,0.222222222,0
KOI-318.01,CONFIRMED,38.5833679,15,0,15,0,14,0.933333333,2,0.133333333,0.95,0.777777778,0,0.555555556,0.106666667
KOI-319.01,CANDIDATE,46.15119482,10,0,10,0,9,0.9,7,0.7,0.95,1,0,0.333333333,0
KOI-323.01,CONFIRMED,5.83599485,167,167,165,0,160,0.958083832,9,0.053892216,0.95,0.555555556,0,0.529411765,0.035502959
KOI-327.02,CONFIRMED,91.3514816,7,7,0,0,3,0.428571429,0,0,0.95,0.529411765,0,0.31372549,0
KOI-330.01,CONFIRMED,7.97420583,106,106,1,0,13,0.122641509,0,0,0.95,0.529411765,0,0.294117647,0
KOI-331.01,CONFIRMED,18.68405716,41,41,2,0,17,0.414634146,2,0.048780488,0.95,0.647058824,0,0.375,0
KOI-331.02,CANDIDATE,10.52286678,74,45,2,0,7,0.094594595,0,0,0.95,0.375,0,0.411764706,0
KOI-332.01,CONFIRMED,5.45849914,139,139,0,0,6,0.043165468,1,0.007194245,0.95,0.647058824,0,0.466666667,0
KOI-332.02,CANDIDATE,6.86674226,113,110,0,0,1,0.008849558,0,0,0.95,0.529411765,0,0.455555556,0
KOI-333.01,CONFIRMED,13.28536452,41,0,38,0,36,0.87804878,2,0.048780488,0.95,0.555555556,0,0.555555556,0.10989011
KOI-337.01,CONFIRMED,19.7830259,38,1,2,0,12,0.315789474,1,0.026315789,0.95,0.6125,0,0.411764706,0
KOI-337.02,CANDIDATE,154.607419,3,1,0,0,2,0.666666667,0,0,0.95,0.666666667,0,0.294117647,0
KOI-338.01,CONFIRMED,7.0106324,78,78,3,0,15,0.192307692,0,0,0.95,0.428104575,0,0.333333333,0
KOI-339.02,CONFIRMED,12.8344771,57,56,0,0,7,0.122807018,0,0,0.95,0.5,0,0.411764706,0
KOI-339.03,CANDIDATE,35.8656484,23,23,0,0,5,0.217391304,0,0,0.95,0.529411765,0,0.5,0
KOI-341.01,CONFIRMED,7.170710381,72,72,41,0,37,0.513888889,5,0.069444444,0.95,0.555555556,0,0.444444444,0.025974026
KOI-343.03,CONFIRMED,41.8085031,25,24,1,0,11,0.44,1,0.04,0.95,0.411764706,0,0.333333333,0.00952381
KOI-344.01,CONFIRMED,39.30944096,20,0,1,0,13,0.65,9,0.45,0.95,1,0,0.375,0.056910569
KOI-345.01,CONFIRMED,29.88487723,23,0,6,0,8,0.347826087,5,0.217391304,0.95,0.888888889,0,0.333333333,0.009708738
KOI-346.01,CONFIRMED,12.92489803,19,0,10,0,15,0.789473684,1,0.052631579,0.95,0.529411765,0,0.258169935,0
KOI-348.01,CONFIRMED,28.51117639,35,0,5,0,24,0.685714286,8,0.228571429,0.95,0.888888889,0,0.333333333,0
KOI-349.01,CANDIDATE,14.38682567,54,0,0,0,4,0.074074074,0,0,0.95,0.75,0,0.529411765,0.075471698
KOI-350.01,CANDIDATE,12.99065074,64,0,8,0,22,0.34375,0,0,0.95,0.333333333,0,0.294117647,0
KOI-351.01,CONFIRMED,331.5972732,1,1,0,0,1,1,0,0,0.95,0.833333333,0,0.411764706,0
KOI-351.02,CONFIRMED,210.6013843,3,3,0,0,1,0.333333333,1,0.333333333,0.95,1,0,0.5,0.014925373
KOI-351.03,CONFIRMED,59.7371443,10,10,0,0,5,0.5,1,0.1,0.95,0.941176471,0,0.411764706,0.012820513
KOI-351.04,CONFIRMED,91.9401253,6,6,0,0,4,0.666666667,2,0.333333333,0.95,0.941176471,0,0.411764706,0.025974026
KOI-351.05,CONFIRMED,8.71980135,78,77,0,0,1,0.012820513,0,0,0.95,0.5,0,0.411764706,0
KOI-351.06,CONFIRMED,7.00821787,93,92,0,0,2,0.021505376,0,0,0.95,0.5,0,0.375,0
KOI-351.07,CONFIRMED,124.922516,4,4,0,0,1,0.25,0,0,0.95,0.888888889,0,0.472222222,0
KOI-352.01,CONFIRMED,27.08239734,38,26,0,0,5,0.131578947,1,0.026315789,0.95,0.764705882,0,0.5,0
KOI-352.02,CONFIRMED,16.00747237,59,26,0,0,0,0,0,0,0.95,0.529411765,0,0.375,0
KOI-353.01,CANDIDATE,152.1060435,5,5,5,0,4,0.8,1,0.2,0.95,0.888888889,0,0.444444444,0.020618557
KOI-353.02,CANDIDATE,30.6528935,29,29,29,0,25,0.862068966,2,0.068965517,0.95,0.444444444,0,0.444444444,0.015503876
KOI-353.03,CANDIDATE,11.1619384,92,33,92,0,82,0.891304348,6,0.065217391,0.95,0.444444444,0,0.444444444,0.011976048
KOI-354.01,CONFIRMED,15.95995611,61,60,4,0,34,0.557377049,6,0.098360656,0.95,0.555555556,0,0.289915966,0
KOI-354.02,CANDIDATE,7.37867551,137,83,6,0,24,0.175182482,0,0,0.95,0.294117647,0,0.222222222,0
KOI-365.01,CONFIRMED,81.737872,9,1,6,0,6,0.666666667,3,0.333333333,0.95,0.894736842,0,0.294117647,0.012820513
KOI-365.02,CANDIDATE,117.761,5,1,0,0,0,0,0,0,0.95,0.125,0,0.294117647,0
KOI-366.01,CANDIDATE,75.1122132,7,0,7,0,5,0.714285714,4,0.571428571,0.95,1,0,0.459064327,0.083333333
KOI-367.01,CONFIRMED,31.57865122,15,0,10,0,7,0.466666667,0,0,0.95,0.411764706,0,0.393382353,0.068181818
KOI-369.01,CONFIRMED,5.88527364,134,134,94,0,101,0.753731343,2,0.014925373,0.95,0.333333333,0,0.333333333,0.028571429
KOI-369.02,CONFIRMED,10.10463142,80,78,53,0,55,0.6875,1,0.0125,0.95,0.333333333,0,0.333333333,0.00621118
KOI-370.01,CONFIRMED,42.88247951,9,3,7,0,9,1,6,0.666666667,0.95,1,0,0.375,0.049180328
KOI-370.02,CONFIRMED,22.95062278,21,3,13,0,1,0.047619048,0,0,0.95,0.555555556,0,0.333333333,0
KOI-372.01,CONFIRMED,125.6291479,4,0,4,0,2,0.5,0,0,0.95,0.616959064,0,0.555555556,0.083333333
KOI-373.01,CANDIDATE,135.1879934,6,0,0,0,4,0.666666667,2,0.333333333,0.95,0.891812865,0,0.529411765,0.010752688
KOI-374.01,CONFIRMED,172.7046083,3,0,0,0,1,0.333333333,1,0.333333333,0.95,1,0,0.5,0.015625
KOI-375.01,CANDIDATE,988.8811177,2,0,0,0,1,0.5,1,0.5,0.95,1,0,0.529411765,0
KOI-377.01,CONFIRMED,19.27082584,53,53,17,0,22,0.41509434,7,0.132075472,0.95,0.875,0,0.4,0.066666667
KOI-377.02,CONFIRMED,38.90787517,28,27,10,0,14,0.5,6,0.214285714,0.95,0.788888889,0,0.411764706,0.12244898
KOI-379.02,CANDIDATE,23.1375919,38,37,0,0,2,0.052631579,0,0,0.95,0.529411765,0,0.375,0
KOI-384.01,CONFIRMED,5.0800579,149,149,1,0,9,0.060402685,0,0,0.95,0.5,0,0.25,0
KOI-385.01,CONFIRMED,13.14496741,67,0,1,0,10,0.149253731,0,0,0.95,0.428571429,0,0.411764706,0.007194245
KOI-386.01,CONFIRMED,31.1588249,28,3,0,0,15,0.535714286,2,0.071428571,0.95,0.878676471,0,0.375,0.032608696
KOI-386.02,CONFIRMED,76.7324556,9,3,0,0,4,0.444444444,0,0,0.95,0.882352941,0,0.375,0
KOI-387.01,CONFIRMED,13.89963233,69,0,31,0,50,0.724637681,12,0.173913043,0.95,0.666666667,0,0.294117647,0
KOI-388.01,CANDIDATE,6.14955931,121,0,0,0,24,0.198347107,0,0,0.95,0.625,0,0.333333333,0
KOI-392.01,CONFIRMED,33.4160553,13,12,0,0,2,0.153846154,0,0,0.95,0.647058824,0,0.5,0
KOI-392.02,CONFIRMED,12.6119685,31,11,0,0,1,0.032258065,0,0,0.95,0.444444444,0,0.529411765,0
KOI-393.01,CONFIRMED,21.41624083,34,0,0,0,7,0.205882353,2,0.058823529,0.95,0.819852941,0,0.466666667,0
KOI-398.01,CONFIRMED,51.84688984,20,20,4,0,10,0.5,7,0.35,0.95,1,0,0.333333333,0.00862069
KOI-401.01,CONFIRMED,29.19899219,21,5,0,0,11,0.523809524,3,0.142857143,0.95,0.888888889,0,0.625,0.0625
KOI-401.02,CONFIRMED,160.0191598,3,2,0,0,2,0.666666667,0,0,0.95,0.777777778,0,0.529411765,0
KOI-401.03,CONFIRMED,55.3291399,13,7,0,0,3,0.230769231,1,0.076923077,0.95,0.647058824,0,0.5,0.024691358
KOI-408.01,CONFIRMED,7.381980206,138,138,24,0,52,0.376811594,0,0,0.95,0.5,0,0.368421053,0.014184397
KOI-408.02,CONFIRMED,12.56096618,79,79,13,0,26,0.329113924,0,0,0.95,0.411764706,0,0.256578947,0
KOI-408.03,CONFIRMED,30.8261043,40,40,4,0,18,0.45,1,0.025,0.95,0.555555556,0,0.25,0.015267176
KOI-409.01,CONFIRMED,13.24931848,69,0,0,0,23,0.333333333,3,0.043478261,0.95,0.733333333,0,0.411764706,0
KOI-413.01,CONFIRMED,15.22895514,70,33,4,0,13,0.185714286,1,0.014285714,0.95,0.54248366,0,0.294117647,0.007194245
KOI-413.02,CONFIRMED,24.67458244,44,33,0,0,8,0.181818182,1,0.022727273,0.95,0.420168067,0,0.411764706,0
KOI-415.01,CANDIDATE,166.7876551,6,0,0,0,4,0.666666667,3,0.5,0.95,0.95,0,0.529411765,0
KOI-416.01,CONFIRMED,18.20795835,59,59,0,0,33,0.559322034,10,0.169491525,0.95,0.882352941,0,0.420168067,0
KOI-416.02,CONFIRMED,88.2553729,14,14,0,0,6,0.428571429,1,0.071428571,0.95,1,0,0.5,0
KOI-416.03,CANDIDATE,9.74765878,107,81,0,0,2,0.018691589,1,0.009345794,0.95,0.529411765,0,0.5,0
KOI-416.04,CANDIDATE,31.5322987,27,27,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0.014705882
KOI-417.01,CANDIDATE,19.19310355,52,0,0,0,23,0.442307692,2,0.038461538,0.95,0.581730769,0,0.393382353,0
KOI-420.01,CONFIRMED,6.010383339,107,0,11,0,35,0.327102804,2,0.018691589,0.95,0.625,0,0.529411765,0.069565217
KOI-422.01,CANDIDATE,809.0141881,1,0,0,0,1,1,0,0,0.95,0.647058824,0,0.529411765,0
KOI-423.01,CONFIRMED,21.0871953,41,0,40,0,33,0.804878049,17,0.414634146,0.95,0.888888889,0,0.567251462,0.177966102
KOI-426.01,CANDIDATE,16.30141333,62,0,0,0,10,0.161290323,2,0.032258065,0.95,0.75,0,0.375,0
KOI-427.01,CANDIDATE,24.61480613,38,14,13,0,14,0.368421053,0,0,0.95,0.470588235,0,0.263157895,0.043478261
KOI-427.02,CONFIRMED,42.949522,23,13,8,0,9,0.391304348,0,0,0.95,0.555555556,0,0.263157895,0.008403361
KOI-427.03,CONFIRMED,117.033521,7,5,3,0,6,0.857142857,1,0.142857143,0.95,0.555555556,0,0.222222222,0.01010101
KOI-428.01,CONFIRMED,6.8731664,108,0,0,0,68,0.62962963,41,0.37962963,0.95,1,0,0.444444444,0.080357143
KOI-429.01,CONFIRMED,8.600099313,68,0,11,0,37,0.544117647,12,0.176470588,0.95,0.882352941,0,0.589473684,0.105263158
KOI-430.01,CONFIRMED,12.37646897,66,65,3,0,21,0.318181818,1,0.015151515,0.95,0.625,0,0.350877193,0.022727273
KOI-430.02,CANDIDATE,9.340538,90,73,2,0,18,0.2,0,0,0.95,0.333333333,0,0.294117647,0
KOI-431.01,CONFIRMED,18.87022157,50,13,0,0,12,0.24,0,0,0.95,0.636029412,0,0.294117647,0.009345794
KOI-431.02,CONFIRMED,46.9026431,21,14,0,0,6,0.285714286,0,0,0.95,0.529411765,0,0.411764706,0
KOI-432.01,CONFIRMED,5.263415218,181,181,21,0,48,0.26519337,0,0,0.95,0.411764706,0,0.294117647,0.010638298
KOI-433.02,CONFIRMED,328.240201,3,3,0,0,3,1,1,0.333333333,0.95,0.882352941,0,0.444444444,0
KOI-435.01,CONFIRMED,20.5498184,37,37,0,0,22,0.594594595,6,0.162162162,0.95,0.888888889,0,0.375,0
KOI-435.03,CONFIRMED,33.0405509,22,22,0,0,1,0.045454545,0,0,0.95,0.577205882,0,0.375,0
KOI-435.05,CONFIRMED,62.3026877,12,12,0,0,7,0.583333333,0,0,0.95,0.60130719,0,0.455555556,0
KOI-435.06,CONFIRMED,9.91937693,73,73,0,0,3,0.04109589,1,0.01369863,0.95,0.5,0,0.411764706,0
KOI-436.01,CANDIDATE,199.8392053,5,0,0,0,3,0.6,0,0,0.95,0.375,0,0.5,0.011764706
KOI-437.01,CANDIDATE,15.84132627,65,0,65,0,61,0.938461538,1,0.015384615,0.95,0.444444444,0,0.473684211,0.090225564
KOI-438.01,CONFIRMED,5.931196562,150,150,25,0,33,0.22,0,0,0.95,0.514705882,0,0.375,0
KOI-438.02,CONFIRMED,52.6615266,16,16,3,0,5,0.3125,2,0.125,0.95,0.675,0,0.411764706,0.018867925
KOI-440.01,CONFIRMED,15.90688891,59,59,3,0,15,0.254237288,2,0.033898305,0.95,0.625,0,0.294117647,0.008196721
KOI-442.01,CONFIRMED,13.54057461,75,75,0,0,11,0.146666667,0,0,0.95,0.555555556,0,0.333333333,0
KOI-442.03,CONFIRMED,7.0257409,148,148,0,0,4,0.027027027,0,0,0.95,0.483333333,0,0.375,0
KOI-443.01,CONFIRMED,16.21774917,52,0,0,0,22,0.423076923,2,0.038461538,0.95,0.647058824,0,0.411764706,0
KOI-444.01,CONFIRMED,11.72291212,66,0,0,0,8,0.121212121,0,0,0.95,0.625,0,0.333333333,0
KOI-446.01,CONFIRMED,16.70920628,39,13,0,0,4,0.102564103,0,0,0.95,0.5,0,0.439215686,0
KOI-446.02,CONFIRMED,28.55158187,20,13,0,0,1,0.05,0,0,0.95,0.636029412,0,0.466666667,0
KOI-448.01,CONFIRMED,10.13958818,99,23,35,0,58,0.585858586,4,0.04040404,0.95,0.375,0,0.294117647,0.019900498
KOI-448.02,CONFIRMED,43.5859419,22,22,10,0,10,0.454545455,1,0.045454545,0.95,0.77124183,0,0.333333333,0.034782609
KOI-454.01,CONFIRMED,29.00789166,21,0,0,0,5,0.238095238,0,0,0.95,0.647058824,0,0.529411765,0
KOI-456.01,CONFIRMED,13.69942266,71,71,0,0,41,0.577464789,8,0.112676056,0.95,0.777777778,0,0.5,0.040540541
KOI-457.02,CONFIRMED,7.064252021,135,132,58,0,49,0.362962963,0,0,0.95,0.333333333,0,0.25,0.007042254
KOI-458.01,CANDIDATE,53.71798494,7,0,0,0,5,0.714285714,0,0,0.95,0.882352941,0,0.529411765,0
KOI-459.01,CONFIRMED,19.44639139,48,48,0,0,15,0.3125,2,0.041666667,0.95,0.75,0,0.5,0
KOI-459.02,CONFIRMED,6.91986988,148,76,0,0,5,0.033783784,0,0,0.95,0.5,0,0.5,0
KOI-460.01,CONFIRMED,17.58751692,55,14,0,0,29,0.527272727,9,0.163636364,0.95,0.875,0,0.647058824,0.113821138
KOI-460.02,CANDIDATE,36.0484798,27,16,0,0,0,0,0,0,0.95,0.411764706,0,0.529411765,0
KOI-463.01,CONFIRMED,18.47762694,47,0,8,0,7,0.14893617,0,0,0.95,0.625,0,0.375,0
KOI-464.01,CONFIRMED,58.36205791,16,16,6,0,10,0.625,8,0.5,0.95,1,0,0.333333333,0.060606061
KOI-464.02,CONFIRMED,5.350156114,186,186,49,0,45,0.241935484,1,0.005376344,0.95,0.375,0,0.31372549,0.005263158
KOI-466.01,CANDIDATE,9.391039263,80,0,18,0,36,0.45,1,0.0125,0.95,0.444444444,0,0.294117647,0
KOI-467.01,CONFIRMED,18.00932214,57,0,0,0,31,0.543859649,14,0.245614035,0.95,0.9,0,0.428104575,0.034482759
KOI-468.01,CONFIRMED,22.18431824,40,0,0,0,14,0.35,3,0.075,0.95,0.819852941,0,0.411764706,0.05
KOI-469.01,CANDIDATE,10.32906563,94,0,0,0,0,0,0,0,0.95,0.514705882,0,0.6,0.137566138
KOI-471.01,CONFIRMED,21.34736612,47,46,1,0,9,0.191489362,0,0,0.95,0.555555556,0,0.5,0
KOI-471.02,CONFIRMED,7.81100952,136,68,0,0,6,0.044117647,0,0,0.95,0.5,0,0.466666667,0
KOI-473.01,CANDIDATE,12.70636123,63,0,0,0,5,0.079365079,0,0,0.95,0.625,0,0.411764706,0
KOI-474.01,CONFIRMED,10.94577783,71,71,2,0,10,0.14084507,0,0,0.95,0.5,0,0.375,0
KOI-474.02,CONFIRMED,28.9869016,24,24,1,0,6,0.25,0,0,0.95,0.564705882,0,0.294117647,0
KOI-474.03,CANDIDATE,94.886902,10,10,1,0,7,0.7,2,0.2,0.95,0.816176471,0,0.375,0.016129032
KOI-474.04,CONFIRMED,5.03505665,158,158,4,0,21,0.132911392,0,0,0.95,0.393382353,0,0.411764706,0
KOI-475.01,CONFIRMED,8.1808949,126,86,0,0,6,0.047619048,0,0,0.95,0.529411765,0,0.444444444,0
KOI-475.02,CONFIRMED,15.31296388,67,65,0,0,8,0.119402985,0,0,0.95,0.647058824,0,0.393382353,0
KOI-476.01,CONFIRMED,18.42794957,29,0,0,0,1,0.034482759,0,0,0.95,0.666666667,0,0.577777778,0
KOI-477.01,CONFIRMED,16.54295261,26,0,1,0,4,0.153846154,0,0,0.95,0.428104575,0,0.375,0
KOI-478.01,CONFIRMED,11.0234748,59,0,5,0,4,0.06779661,0,0,0.95,0.5,0,0.444444444,0.053097345
KOI-479.01,CONFIRMED,34.18884323,25,0,0,0,14,0.56,4,0.16,0.95,0.875,0,0.529411765,0.036363636
KOI-481.01,CONFIRMED,7.650243513,132,132,0,0,29,0.21969697,0,0,0.95,0.563492063,0,0.294117647,0.007352941
KOI-481.03,CONFIRMED,34.25951418,26,26,0,0,10,0.384615385,1,0.038461538,0.95,0.732142857,0,0.375,0.033333333
KOI-484.01,CONFIRMED,17.20522898,51,0,0,0,16,0.31372549,1,0.019607843,0.95,0.666666667,0,0.529411765,0.010526316
KOI-486.01,CONFIRMED,22.18332255,44,0,0,0,16,0.363636364,0,0,0.95,0.680672269,0,0.444444444,0.007874016
KOI-487.01,CONFIRMED,7.65880048,125,0,0,0,2,0.016,0,0,0.95,0.555555556,0,0.375,0
KOI-488.01,CONFIRMED,9.3789167,110,0,0,0,3,0.027272727,0,0,0.95,0.5,0,0.5,0
KOI-490.02,CONFIRMED,1071.232624,1,1,0,0,1,1,1,1,0.95,1,0,0.411764706,0
KOI-490.03,CONFIRMED,7.40611676,125,124,0,0,8,0.064,0,0,0.95,0.529411765,0,0.411764706,0
KOI-490.04,CONFIRMED,21.803708,43,43,0,0,1,0.023255814,0,0,0.95,0.5,0,0.444444444,0
KOI-492.01,CONFIRMED,29.9111886,27,0,1,0,16,0.592592593,2,0.074074074,0.95,0.75,0,0.375,0.008928571
KOI-492.02,CANDIDATE,265.29617,2,0,1,0,1,0.5,0,0,0.95,0.666666667,0,0.411764706,0
KOI-494.01,CONFIRMED,25.69581456,25,0,0,0,4,0.16,0,0,0.95,0.764705882,0,0.529411765,0
KOI-497.01,CONFIRMED,13.19322809,61,61,0,0,9,0.147540984,2,0.032786885,0.95,0.647058824,0,0.375,0.008
KOI-499.01,CONFIRMED,9.66857386,75,0,0,0,1,0.013333333,0,0,0.95,0.529411765,0,0.514705882,0
KOI-500.01,CONFIRMED,7.053527145,55,55,9,0,16,0.290909091,0,0,0.95,0.625,0,0.222222222,0
KOI-500.02,CONFIRMED,9.521644639,45,45,8,0,12,0.266666667,1,0.022222222,0.95,0.529411765,0,0.25,0
KOI-501.01,CANDIDATE,24.7962801,40,0,0,0,11,0.275,0,0,0.95,0.647058824,0,0.455555556,0
KOI-503.01,CONFIRMED,8.22241355,62,0,0,0,13,0.209677419,1,0.016129032,0.95,0.679166667,0,0.375,0
KOI-504.01,CONFIRMED,40.606895,14,0,0,0,5,0.357142857,0,0,0.95,0.5,0,0.529411765,0
KOI-505.01,CONFIRMED,13.76710058,43,43,15,0,24,0.558139535,0,0,0.95,0.444444444,0,0.272058824,0
KOI-505.02,CONFIRMED,6.1954595,83,83,27,0,25,0.301204819,1,0.012048193,0.95,0.294117647,0,0.222222222,0.013157895
KOI-505.04,CONFIRMED,8.34819209,64,64,18,0,21,0.328125,0,0,0.95,0.25,0,0.294117647,0
KOI-505.05,CONFIRMED,87.0912594,7,7,2,0,5,0.714285714,0,0,0.95,0.882352941,0,0.294117647,0
KOI-507.01,CONFIRMED,18.49234792,54,0,14,0,30,0.555555556,3,0.055555556,0.95,0.656862745,0,0.333333333,0.038095238
KOI-508.01,CONFIRMED,7.930583519,92,62,0,0,18,0.195652174,0,0,0.95,0.75,0,0.411764706,0
KOI-508.02,CONFIRMED,16.6658994,47,47,0,0,11,0.234042553,1,0.021276596,0.95,0.733333333,0,0.5,0
KOI-509.02,CONFIRMED,11.46347165,82,80,8,0,25,0.304878049,0,0,0.95,0.428104575,0,0.278637771,0.006024096
KOI-509.03,CONFIRMED,39.6034,24,24,3,0,9,0.375,1,0.041666667,0.95,0.31372549,0,0.294117647,0.007633588
KOI-510.02,CONFIRMED,6.38899658,71,71,0,0,9,0.126760563,1,0.014084507,0.95,0.466666667,0,0.333333333,0
KOI-510.03,CONFIRMED,14.62709685,33,32,0,0,4,0.121212121,0,0,0.95,0.375,0,0.333333333,0
KOI-510.04,CONFIRMED,35.1184432,12,12,0,0,3,0.25,0,0,0.95,0.330882353,0,0.334558824,0
KOI-511.01,CONFIRMED,8.00579096,123,123,5,0,43,0.349593496,1,0.008130081,0.95,0.411764706,0,0.263157895,0
KOI-512.01,CONFIRMED,6.51003001,144,0,1,0,7,0.048611111,0,0,0.95,0.625,0,0.411764706,0
KOI-513.01,CONFIRMED,35.18105723,28,0,0,0,12,0.428571429,2,0.071428571,0.95,0.882352941,0,0.5,0
KOI-518.01,CONFIRMED,13.98177862,76,22,0,0,20,0.263157895,0,0,0.95,0.822222222,0,0.466666667,0.035460993
KOI-518.02,CONFIRMED,44.0003975,22,16,0,0,7,0.318181818,1,0.045454545,0.95,0.7,0,0.5,0
KOI-518.03,CONFIRMED,247.354914,5,4,0,0,4,0.8,3,0.6,0.95,1,0,0.529411765,0.009803922
KOI-519.01,CONFIRMED,11.90352088,63,24,0,0,4,0.063492063,0,0,0.95,0.625,0,0.466666667,0
KOI-519.02,CONFIRMED,34.0350605,24,22,0,0,7,0.291666667,0,0,0.95,0.878676471,0,0.5,0
KOI-520.01,CONFIRMED,12.75934489,43,43,2,0,16,0.372093023,1,0.023255814,0.95,0.5,0,0.294117647,0
KOI-520.02,CONFIRMED,5.433132902,105,105,4,0,19,0.180952381,0,0,0.95,0.375,0,0.333333333,0
KOI-520.03,CONFIRMED,25.75274977,21,21,0,0,2,0.095238095,0,0,0.95,0.625,0,0.333333333,0
KOI-520.04,CONFIRMED,51.1658019,12,12,1,0,2,0.166666667,0,0,0.95,0.388888889,0,0.375,0
KOI-521.01,CANDIDATE,10.16102353,82,79,6,0,27,0.329268293,2,0.024390244,0.95,0.625,0,0.411764706,0
KOI-521.02,CANDIDATE,10.8206034,77,74,3,0,6,0.077922078,0,0,0.95,0.5,0,0.5,0
KOI-522.01,CANDIDATE,12.82993461,70,0,0,0,20,0.285714286,0,0,0.95,0.6125,0,0.375,0
KOI-523.01,CONFIRMED,49.41121127,13,5,0,0,8,0.615384615,3,0.230769231,0.95,1,0,0.5,0
KOI-523.02,CONFIRMED,36.8567758,19,5,0,0,8,0.421052632,2,0.105263158,0.95,0.882352941,0,0.514705882,0
KOI-525.01,CANDIDATE,11.53029332,87,0,5,0,13,0.149425287,0,0,0.95,0.529411765,0,0.375,0.037634409
KOI-528.01,CONFIRMED,9.57665962,107,62,0,0,16,0.14953271,1,0.009345794,0.95,0.75,0,0.333333333,0.018518519
KOI-528.02,CONFIRMED,96.6781852,10,10,0,0,7,0.7,1,0.1,0.95,0.705882353,0,0.5,0.01980198
KOI-528.03,CONFIRMED,20.55280311,49,49,0,0,3,0.06122449,0,0,0.95,0.571428571,0,0.5,0.026490066
KOI-530.01,CONFIRMED,10.94026745,80,0,6,0,11,0.1375,0,0,0.95,0.411764706,0,0.375,0
